Target Distance: 1233, Step Size: 12
685: (x,y) = (138.441, -12.2957)
686: (x,y) = (145.151, -22.2441)
687: (x,y) = (139.151, -32.6364)
688: (x,y) = (127.616, -29.3288)
689: (x,y) = (133.25, -39.9242)
690: (x,y) = (124.765, -31.4389)
691: (x,y) = (116.279, -22.9536)
692: (x,y) = (112.571, -11.5409)
693: (x,y) = (121.347, -3.35694)
694: (x,y) = (116.276, 7.51876)
695: (x,y) = (112.369, -3.82746)
696: (x,y) = (117.441, 7.04823)
697: (x,y) = (107.377, 0.512561)
698: (x,y) = (119.26, 2.18264)
699: (x,y) = (125.44, -8.10337)
700: (x,y) = (114.394, -12.7921)
701: (x,y) = (110.686, -24.2048)
702: (x,y) = (105.615, -13.3291)
703: (x,y) = (117.585, -12.4921)
704: (x,y) = (125.769, -21.2683)
705: (x,y) = (130.265, -10.1421)
706: (x,y) = (119.062, -5.84167)
707: (x,y) = (126.283, -15.4253)
708: (x,y) = (136.879, -21.059)
709: (x,y) = (132.383, -32.1852)
710: (x,y) = (120.792, -29.0793)
711: (x,y) = (114.257, -39.1434)
712: (x,y) = (109.185, -50.0191)
713: (x,y) = (98.793, -56.0191)
714: (x,y) = (108.623, -49.1362)
715: (x,y) = (118.909, -42.9557)
716: (x,y) = (118.49, -30.963)
717: (x,y) = (108.426, -37.4987)
718: (x,y) = (96.4552, -36.6616)
719: (x,y) = (85.4927, -41.5424)
720: (x,y) = (78.957, -31.4784)
721: (x,y) = (70.3249, -39.8143)
722: (x,y) = (65.6361, -50.8604)
723: (x,y) = (67.3062, -62.7436)
724: (x,y) = (64.8113, -74.4813)
725: (x,y) = (62.5216, -86.2609)
726: (x,y) = (54.1857, -94.8929)
727: (x,y) = (46.1561, -103.811)
728: (x,y) = (45.7373, -91.818)
729: (x,y) = (38.5155, -82.2344)
730: (x,y) = (43.5869, -71.3587)
731: (x,y) = (53.651, -77.8943)
732: (x,y) = (65.2945, -80.7974)
733: (x,y) = (77.2051, -82.2598)
734: (x,y) = (83.2051, -71.8675)
735: (x,y) = (95.2033, -71.6581)
736: (x,y) = (100.837, -61.0627)
737: (x,y) = (99.7911, -49.1084)
738: (x,y) = (111.775, -49.7364)
739: (x,y) = (107.279, -38.6102)
740: (x,y) = (117.971, -33.1623)
741: (x,y) = (106.625, -37.0692)
742: (x,y) = (95.279, -33.1623)
743: (x,y) = (107.19, -31.6999)
744: (x,y) = (117.019, -24.817)
745: (x,y) = (106.843, -18.458)
746: (x,y) = (107.262, -30.4506)
747: (x,y) = (96.5695, -35.8985)
748: (x,y) = (88.0842, -44.3838)
749: (x,y) = (76.738, -40.477)
750: (x,y) = (78.2004, -28.5664)
751: (x,y) = (88.7958, -22.9328)
752: (x,y) = (79.0876, -29.9862)
753: (x,y) = (69.0235, -23.4505)
754: (x,y) = (59.6978, -15.8987)
755: (x,y) = (70.824, -20.394)
756: (x,y) = (70.6146, -8.3958)
757: (x,y) = (80.0707, -15.7837)
758: (x,y) = (69.0246, -11.095)
759: (x,y) = (57.6119, -7.38676)
760: (x,y) = (51.4315, -17.6728)
761: (x,y) = (49.9691, -5.76221)
762: (x,y) = (38.4339, -2.45456)
763: (x,y) = (49.3096, -7.52598)
764: (x,y) = (37.4919, -9.60976)
765: (x,y) = (28.7157, -17.7937)
766: (x,y) = (22.3566, -7.61717)
767: (x,y) = (30.0701, -16.8097)
768: (x,y) = (21.0136, -24.6824)
769: (x,y) = (31.509, -18.8647)
770: (x,y) = (43.2015, -16.1653)
771: (x,y) = (54.981, -18.455)
772: (x,y) = (53.7266, -6.52072)
773: (x,y) = (61.7562, 2.39701)
774: (x,y) = (73.1024, -1.5098)
775: (x,y) = (82.9323, 5.37311)
776: (x,y) = (77.8608, -5.50258)
777: (x,y) = (76.815, -17.4569)
778: (x,y) = (87.101, -23.6374)
779: (x,y) = (91.0078, -34.9836)
780: (x,y) = (99.3437, -26.3515)
781: (x,y) = (88.2976, -31.0403)
782: (x,y) = (99.7103, -34.7485)
783: (x,y) = (98.6644, -22.7942)
784: (x,y) = (104.482, -33.2896)
785: (x,y) = (104.063, -21.2969)
786: (x,y) = (115.476, -17.5887)
787: (x,y) = (119.58, -28.865)
788: (x,y) = (119.79, -40.8632)
789: (x,y) = (123.498, -52.2759)
790: (x,y) = (135.236, -54.7708)
791: (x,y) = (141.053, -44.2754)
792: (x,y) = (152.988, -45.5297)
793: (x,y) = (147.916, -34.654)
794: (x,y) = (141.557, -44.8306)
795: (x,y) = (140.929, -32.847)
796: (x,y) = (152.927, -33.0565)
797: (x,y) = (161.263, -24.4244)
798: (x,y) = (169.749, -15.9391)
799: (x,y) = (162.035, -6.74658)
800: (x,y) = (150.042, -7.16537)
801: (x,y) = (144.782, 3.62016)
802: (x,y) = (136.15, 11.9561)
803: (x,y) = (129.791, 22.1326)
804: (x,y) = (138.567, 13.9487)
805: (x,y) = (149.259, 8.50077)
806: (x,y) = (159.436, 14.8598)
807: (x,y) = (164.696, 25.6453)
808: (x,y) = (158.161, 35.7094)
809: (x,y) = (148.704, 28.3214)
810: (x,y) = (160.615, 29.7839)
811: (x,y) = (170.199, 37.0057)
812: (x,y) = (161.142, 29.1329)
813: (x,y) = (158.036, 40.7241)
814: (x,y) = (147.86, 47.0831)
815: (x,y) = (142.979, 36.1205)
816: (x,y) = (145.882, 47.7641)
817: (x,y) = (135.705, 54.1231)
818: (x,y) = (127.833, 45.0666)
819: (x,y) = (122.015, 55.562)
820: (x,y) = (126.119, 66.8384)
821: (x,y) = (117.935, 75.6146)
822: (x,y) = (113.831, 86.8909)
823: (x,y) = (106.948, 96.7207)
824: (x,y) = (96.7714, 103.08)
825: (x,y) = (91.7, 92.2041)
826: (x,y) = (102.826, 87.7088)
827: (x,y) = (109.185, 97.8854)
828: (x,y) = (108.557, 109.869)
829: (x,y) = (100.844, 100.676)
830: (x,y) = (99.1737, 88.7932)
831: (x,y) = (98.9642, 76.795)
832: (x,y) = (105.847, 66.9652)
833: (x,y) = (112.028, 56.6792)
834: (x,y) = (122.42, 62.6792)
835: (x,y) = (126.128, 51.2665)
836: (x,y) = (114.782, 55.1733)
837: (x,y) = (117.685, 66.8169)
838: (x,y) = (127.269, 59.5951)
839: (x,y) = (139.203, 60.8494)
840: (x,y) = (127.668, 57.5418)
841: (x,y) = (118.212, 64.9297)
842: (x,y) = (127.668, 57.5418)
843: (x,y) = (127.249, 45.5491)
844: (x,y) = (139.028, 43.2594)
845: (x,y) = (132.318, 33.3109)
846: (x,y) = (135.424, 44.902)
847: (x,y) = (132.725, 56.5945)
848: (x,y) = (121.249, 60.1029)
849: (x,y) = (112.617, 68.4388)
850: (x,y) = (102.121, 74.2565)
851: (x,y) = (93.6361, 82.7418)
852: (x,y) = (84.0525, 75.52)
853: (x,y) = (90.5881, 85.5841)
854: (x,y) = (82.7154, 94.6406)
855: (x,y) = (94.4079, 91.9412)
856: (x,y) = (91.302, 80.3501)
857: (x,y) = (94.6097, 68.8149)
858: (x,y) = (97.7155, 57.2238)
859: (x,y) = (109.062, 53.317)
860: (x,y) = (109.481, 65.3097)
861: (x,y) = (117.816, 73.9418)
862: (x,y) = (127.4, 81.1636)
863: (x,y) = (129.277, 69.3113)
864: (x,y) = (134.725, 80.0034)
865: (x,y) = (133.471, 68.0691)
866: (x,y) = (125.757, 58.8766)
867: (x,y) = (124.087, 46.9934)
868: (x,y) = (113.041, 42.3046)
869: (x,y) = (123.827, 37.0441)
870: (x,y) = (128.127, 48.2471)
871: (x,y) = (134.486, 38.0705)
872: (x,y) = (126.773, 47.2631)
873: (x,y) = (116.081, 41.8152)
874: (x,y) = (115.035, 29.8608)
875: (x,y) = (126.969, 31.1152)
876: (x,y) = (134.191, 40.6988)
877: (x,y) = (122.308, 42.3689)
878: (x,y) = (120.018, 30.5894)
879: (x,y) = (109.954, 24.0537)
880: (x,y) = (121.545, 20.9479)
881: (x,y) = (130.03, 12.4626)
882: (x,y) = (142.03, 12.4626)
883: (x,y) = (149.418, 3.00646)
884: (x,y) = (157.754, 11.6385)
885: (x,y) = (146.163, 8.5327)
886: (x,y) = (155.871, 1.47928)
887: (x,y) = (143.937, 2.73362)
888: (x,y) = (142.06, 14.5859)
889: (x,y) = (137.564, 25.7121)
890: (x,y) = (148.977, 29.4203)
891: (x,y) = (152.486, 17.9446)
892: (x,y) = (164.484, 18.1541)
893: (x,y) = (169.744, 28.9396)
894: (x,y) = (176.28, 39.0036)
895: (x,y) = (167.795, 30.5184)
896: (x,y) = (158.877, 22.4888)
897: (x,y) = (152.167, 32.4372)
898: (x,y) = (157.614, 21.7452)
899: (x,y) = (145.614, 21.7452)
900: (x,y) = (154.391, 13.5612)
901: (x,y) = (157.09, 1.86874)
902: (x,y) = (152.401, -9.17731)
903: (x,y) = (145.348, 0.530889)
904: (x,y) = (133.437, 1.99332)
905: (x,y) = (143.933, -3.82439)
906: (x,y) = (155.887, -2.77853)
907: (x,y) = (165.951, 3.75714)
908: (x,y) = (163.252, 15.4496)
909: (x,y) = (168.323, 26.3253)
910: (x,y) = (167.695, 38.3088)
911: (x,y) = (155.697, 38.0994)
912: (x,y) = (146.504, 30.386)
913: (x,y) = (149.407, 18.7424)
914: (x,y) = (139.824, 25.9642)
915: (x,y) = (129.038, 20.7037)
916: (x,y) = (140.973, 21.9581)
917: (x,y) = (129.497, 18.4496)
918: (x,y) = (117.543, 17.4037)
919: (x,y) = (122.614, 6.52805)
920: (x,y) = (133.74, 11.0233)
921: (x,y) = (145.216, 14.5318)
922: (x,y) = (154.272, 6.65908)
923: (x,y) = (166.09, 4.5753)
924: (x,y) = (158.377, -4.61723)
925: (x,y) = (163.257, 6.34531)
926: (x,y) = (151.666, 3.23948)
927: (x,y) = (163.659, 3.65828)
928: (x,y) = (174.535, -1.41314)
929: (x,y) = (177.842, 10.122)
930: (x,y) = (182.723, -0.840546)
931: (x,y) = (171.848, 4.23087)
932: (x,y) = (174.342, 15.9686)
933: (x,y) = (177.65, 27.5038)
934: (x,y) = (185.68, 18.586)
935: (x,y) = (181.184, 7.45984)
936: (x,y) = (188.736, 16.7856)
937: (x,y) = (179.68, 24.6583)
938: (x,y) = (170.623, 16.7856)
939: (x,y) = (174.53, 28.1318)
940: (x,y) = (162.887, 25.2288)
941: (x,y) = (174.233, 29.1356)
942: (x,y) = (185.279, 24.4468)
943: (x,y) = (174.587, 29.8947)
944: (x,y) = (186.366, 27.605)
945: (x,y) = (181.485, 38.5675)
946: (x,y) = (191.315, 31.6846)
947: (x,y) = (184.78, 41.7487)
948: (x,y) = (174.387, 35.7487)
949: (x,y) = (185.733, 31.8418)
950: (x,y) = (181.433, 20.6389)
951: (x,y) = (172.107, 28.1907)
952: (x,y) = (163.622, 19.7054)
953: (x,y) = (173.57, 26.4157)
954: (x,y) = (180.958, 16.9596)
955: (x,y) = (171.766, 9.24616)
956: (x,y) = (162.99, 17.4301)
957: (x,y) = (167.29, 28.6331)
958: (x,y) = (171.59, 17.4301)
959: (x,y) = (183.408, 19.5139)
960: (x,y) = (172.532, 24.5853)
961: (x,y) = (184.312, 26.8751)
962: (x,y) = (195.438, 31.3703)
963: (x,y) = (200.886, 20.6783)
964: (x,y) = (189.76, 25.1735)
965: (x,y) = (187.47, 36.9531)
966: (x,y) = (194.006, 47.0171)
967: (x,y) = (182.006, 47.0171)
968: (x,y) = (186.306, 58.2201)
969: (x,y) = (191.754, 68.9121)
970: (x,y) = (189.259, 57.1744)
971: (x,y) = (177.567, 59.8738)
972: (x,y) = (181.671, 71.1501)
973: (x,y) = (193.262, 68.0443)
974: (x,y) = (189.954, 56.5091)
975: (x,y) = (190.373, 68.5018)
976: (x,y) = (196.191, 78.9973)
977: (x,y) = (197.861, 67.114)
978: (x,y) = (204.397, 77.1781)
979: (x,y) = (216.176, 74.8884)
980: (x,y) = (216.595, 86.8811)
981: (x,y) = (217.849, 98.8153)
982: (x,y) = (212.778, 87.9396)
983: (x,y) = (223.74, 92.8205)
984: (x,y) = (232.373, 101.156)
985: (x,y) = (233.418, 89.202)
986: (x,y) = (235.913, 77.4643)
987: (x,y) = (244.097, 68.688)
988: (x,y) = (233.502, 63.0544)
989: (x,y) = (245.5, 63.2638)
990: (x,y) = (239.5, 73.6561)
991: (x,y) = (236.193, 85.1912)
992: (x,y) = (247.155, 90.0721)
993: (x,y) = (253.336, 79.7861)
994: (x,y) = (243.506, 86.669)
995: (x,y) = (253.792, 80.4885)
996: (x,y) = (241.881, 81.951)
997: (x,y) = (250.217, 73.3189)
998: (x,y) = (249.38, 61.3481)
999: (x,y) = (259.666, 55.1677)
1000: (x,y) = (268.442, 63.3516)
1001: (x,y) = (262.262, 53.0656)
1002: (x,y) = (270.747, 44.5804)
1003: (x,y) = (282.16, 48.2886)
1004: (x,y) = (272.834, 40.7367)
1005: (x,y) = (262.77, 34.201)
1006: (x,y) = (255.887, 44.0309)
1007: (x,y) = (251.006, 54.9934)
1008: (x,y) = (261.398, 48.9934)
1009: (x,y) = (263.482, 37.1757)
1010: (x,y) = (268.171, 48.2218)
1011: (x,y) = (274.171, 58.6141)
1012: (x,y) = (262.237, 57.3597)
1013: (x,y) = (251.741, 51.542)
1014: (x,y) = (245.031, 41.5936)
1015: (x,y) = (253.061, 50.5113)
1016: (x,y) = (250.361, 62.2038)
1017: (x,y) = (239.315, 57.515)
1018: (x,y) = (250.361, 52.8262)
1019: (x,y) = (257.583, 43.2426)
1020: (x,y) = (249.71, 34.1861)
1021: (x,y) = (259.166, 41.574)
1022: (x,y) = (252.807, 51.7506)
1023: (x,y) = (262.133, 44.1987)
1024: (x,y) = (256.133, 54.591)
1025: (x,y) = (260.04, 43.2448)
1026: (x,y) = (271.974, 44.4992)
1027: (x,y) = (283.509, 41.1915)
1028: (x,y) = (272.034, 44.7)
1029: (x,y) = (260.39, 41.7969)
1030: (x,y) = (254.756, 31.2015)
1031: (x,y) = (243.553, 35.502)
1032: (x,y) = (254.246, 30.0541)
1033: (x,y) = (242.253, 30.4729)
1034: (x,y) = (253.844, 27.367)
1035: (x,y) = (265.488, 30.2701)
1036: (x,y) = (267.158, 42.1533)
1037: (x,y) = (263.251, 53.4995)
1038: (x,y) = (251.775, 49.9911)
1039: (x,y) = (241.18, 55.6247)
1040: (x,y) = (229.767, 51.9165)
1041: (x,y) = (237.797, 60.8343)
1042: (x,y) = (232.349, 71.5263)
1043: (x,y) = (225.99, 61.3498)
1044: (x,y) = (237.9, 62.8122)
1045: (x,y) = (249.313, 59.104)
1046: (x,y) = (239.483, 52.2211)
1047: (x,y) = (227.84, 55.1241)
1048: (x,y) = (215.987, 57.0014)
1049: (x,y) = (220.483, 68.1276)
1050: (x,y) = (225.743, 57.342)
1051: (x,y) = (219.033, 47.3936)
1052: (x,y) = (230.624, 50.4994)
1053: (x,y) = (231.67, 38.5451)
1054: (x,y) = (241.126, 31.1571)
1055: (x,y) = (232.641, 39.6424)
1056: (x,y) = (225.089, 48.9682)
1057: (x,y) = (218.035, 58.6764)
1058: (x,y) = (207.749, 64.8568)
1059: (x,y) = (215.779, 73.7746)
1060: (x,y) = (203.999, 76.0643)
1061: (x,y) = (193.124, 70.9929)
1062: (x,y) = (201.46, 62.3608)
1063: (x,y) = (207.093, 72.9562)
1064: (x,y) = (205.009, 84.7738)
1065: (x,y) = (193.017, 85.1926)
1066: (x,y) = (197.706, 96.2387)
1067: (x,y) = (185.795, 97.7011)
1068: (x,y) = (177.31, 89.2158)
1069: (x,y) = (182.191, 100.178)
1070: (x,y) = (184.068, 88.3261)
1071: (x,y) = (190.951, 78.4963)
1072: (x,y) = (202.486, 75.1887)
1073: (x,y) = (208.666, 64.9027)
1074: (x,y) = (206.377, 76.6822)
1075: (x,y) = (214.862, 85.1675)
1076: (x,y) = (203.736, 89.6627)
1077: (x,y) = (215.327, 86.5569)
1078: (x,y) = (209.693, 97.1523)
1079: (x,y) = (208.231, 109.063)
1080: (x,y) = (198.282, 102.353)
1081: (x,y) = (190.253, 93.4348)
1082: (x,y) = (182.865, 102.891)
1083: (x,y) = (177.793, 113.767)
1084: (x,y) = (167.507, 119.947)
1085: (x,y) = (176.833, 112.395)
1086: (x,y) = (187.01, 106.036)
1087: (x,y) = (186.8, 94.038)
1088: (x,y) = (192.981, 83.752)
1089: (x,y) = (203.373, 89.752)
1090: (x,y) = (191.68, 92.4514)
1091: (x,y) = (183.048, 84.1155)
1092: (x,y) = (187.737, 73.0695)
1093: (x,y) = (198.94, 68.769)
1094: (x,y) = (209.004, 75.3047)
1095: (x,y) = (198.312, 69.8568)
1096: (x,y) = (189.976, 78.4889)
1097: (x,y) = (188.099, 66.6366)
1098: (x,y) = (194.458, 76.8132)
1099: (x,y) = (183.963, 82.6309)
1100: (x,y) = (172.616, 86.5378)
1101: (x,y) = (183.963, 90.4446)
1102: (x,y) = (176.249, 99.6371)
1103: (x,y) = (169.366, 109.467)
1104: (x,y) = (163.186, 99.1809)
1105: (x,y) = (172.242, 107.054)
1106: (x,y) = (183.588, 110.96)
1107: (x,y) = (185.466, 122.813)
1108: (x,y) = (175.882, 115.591)
1109: (x,y) = (187.575, 112.892)
1110: (x,y) = (175.604, 113.729)
1111: (x,y) = (169.423, 124.015)
1112: (x,y) = (172.731, 135.55)
1113: (x,y) = (184.007, 139.654)
1114: (x,y) = (187.715, 128.241)
1115: (x,y) = (195.899, 119.465)
1116: (x,y) = (185.207, 124.913)
1117: (x,y) = (191.918, 134.861)
1118: (x,y) = (198.098, 145.147)
1119: (x,y) = (186.164, 143.893)
1120: (x,y) = (195.994, 150.776)
1121: (x,y) = (203.866, 141.719)
1122: (x,y) = (194.674, 149.433)
1123: (x,y) = (183.398, 145.329)
1124: (x,y) = (188.658, 134.543)
1125: (x,y) = (178.481, 140.902)
1126: (x,y) = (188.658, 134.543)
1127: (x,y) = (181.436, 124.96)
1128: (x,y) = (191.932, 130.777)
1129: (x,y) = (180.048, 132.447)
1130: (x,y) = (181.719, 120.564)
1131: (x,y) = (190.204, 112.079)
1132: (x,y) = (178.791, 115.787)
1133: (x,y) = (169.873, 123.817)
1134: (x,y) = (158.181, 126.516)
1135: (x,y) = (165.569, 135.972)
1136: (x,y) = (165.359, 123.974)
1137: (x,y) = (153.542, 126.058)
1138: (x,y) = (165.077, 129.365)
1139: (x,y) = (154.482, 123.732)
1140: (x,y) = (145.996, 132.217)
1141: (x,y) = (157.273, 136.321)
1142: (x,y) = (149.559, 127.129)
1143: (x,y) = (156.095, 117.065)
1144: (x,y) = (146.769, 124.617)
1145: (x,y) = (152.769, 114.224)
1146: (x,y) = (151.723, 102.27)
1147: (x,y) = (151.095, 114.253)
1148: (x,y) = (160.551, 106.865)
1149: (x,y) = (172.086, 103.558)
1150: (x,y) = (173.341, 115.492)
1151: (x,y) = (163.392, 108.782)
1152: (x,y) = (175.376, 109.41)
1153: (x,y) = (176.213, 97.4391)
1154: (x,y) = (172.306, 86.0928)
1155: (x,y) = (184.158, 87.97)
1156: (x,y) = (194.654, 82.1523)
1157: (x,y) = (185.07, 89.3741)
1158: (x,y) = (186.74, 77.4909)
1159: (x,y) = (191.236, 66.3647)
1160: (x,y) = (193.113, 54.5124)
1161: (x,y) = (193.95, 66.4832)
1162: (x,y) = (189.846, 77.7595)
1163: (x,y) = (192.135, 65.98)
1164: (x,y) = (181.089, 70.6688)
1165: (x,y) = (169.179, 72.1312)
1166: (x,y) = (176.232, 81.8394)
1167: (x,y) = (187.108, 76.768)
1168: (x,y) = (197.394, 70.5875)
1169: (x,y) = (186.191, 66.2871)
1170: (x,y) = (197.929, 63.7922)
1171: (x,y) = (197.51, 51.7995)
1172: (x,y) = (196.255, 39.8652)
1173: (x,y) = (207.993, 42.3601)
1174: (x,y) = (218.279, 48.5406)
1175: (x,y) = (206.462, 50.6244)
1176: (x,y) = (216.748, 44.4439)
1177: (x,y) = (205.785, 39.5631)
1178: (x,y) = (216.571, 44.8235)
1179: (x,y) = (204.616, 45.8694)
1180: (x,y) = (201.713, 34.2259)
1181: (x,y) = (192.937, 42.4098)
1182: (x,y) = (181.811, 37.9146)
1183: (x,y) = (171.981, 44.7975)
1184: (x,y) = (183.184, 49.0979)
1185: (x,y) = (194.23, 53.7867)
1186: (x,y) = (190.323, 65.1329)
1187: (x,y) = (199.241, 73.1625)
1188: (x,y) = (191.211, 64.2447)
1189: (x,y) = (202.414, 68.5451)
1190: (x,y) = (213.691, 64.4409)
1191: (x,y) = (225.543, 66.3181)
1192: (x,y) = (213.609, 67.5724)
1193: (x,y) = (211.731, 55.7202)
1194: (x,y) = (205.196, 65.7842)
1195: (x,y) = (214.252, 73.6569)
1196: (x,y) = (206.864, 83.1131)
1197: (x,y) = (206.236, 95.0966)
1198: (x,y) = (205.399, 107.067)
1199: (x,y) = (211.58, 96.7814)
1200: (x,y) = (200.704, 101.853)
1201: (x,y) = (200.076, 113.836)
1202: (x,y) = (208.994, 105.807)
1203: (x,y) = (203.733, 116.592)
1204: (x,y) = (204.987, 104.658)
1205: (x,y) = (194.923, 111.194)
1206: (x,y) = (205.616, 116.642)
1207: (x,y) = (196.698, 124.671)
1208: (x,y) = (208.436, 127.166)
1209: (x,y) = (218.265, 134.049)
1210: (x,y) = (227.974, 141.102)
1211: (x,y) = (216.236, 143.597)
1212: (x,y) = (220.536, 132.394)
1213: (x,y) = (218.659, 144.247)
1214: (x,y) = (207.533, 148.742)
1215: (x,y) = (216.165, 140.406)
1216: (x,y) = (210.165, 150.798)
1217: (x,y) = (209.328, 162.769)
1218: (x,y) = (197.915, 166.477)
1219: (x,y) = (205.137, 156.894)
1220: (x,y) = (196.08, 149.021)
1221: (x,y) = (195.243, 160.992)
1222: (x,y) = (184.117, 156.497)
1223: (x,y) = (175.341, 148.313)
1224: (x,y) = (179.248, 136.966)
1225: (x,y) = (188.304, 129.094)
1226: (x,y) = (194.304, 118.701)
1227: (x,y) = (197.207, 107.058)
1228: (x,y) = (199.907, 118.75)
1229: (x,y) = (189.121, 124.011)
1230: (x,y) = (177.138, 123.383)
1231: (x,y) = (165.154, 122.755)
1232: (x,y) = (168.26, 134.346)
1233: (x,y) = (165.357, 122.702)
1234: (x,y) = (169.461, 133.978)
1235: (x,y) = (174.909, 123.286)
1236: (x,y) = (169.461, 112.594)
1237: (x,y) = (159.753, 119.648)
1238: (x,y) = (151.723, 110.73)
1239: (x,y) = (155.431, 122.143)
1240: (x,y) = (150.936, 111.016)
1241: (x,y) = (139.084, 112.894)
1242: (x,y) = (127.881, 117.194)
1243: (x,y) = (138.273, 123.194)
1244: (x,y) = (134.765, 134.67)
1245: (x,y) = (141.987, 144.253)
1246: (x,y) = (153.985, 144.044)
1247: (x,y) = (148.351, 154.639)
1248: (x,y) = (136.358, 154.221)
1249: (x,y) = (145.815, 161.608)
1250: (x,y) = (141.514, 150.405)
1251: (x,y) = (139.224, 162.185)
1252: (x,y) = (127.689, 158.877)
1253: (x,y) = (118.233, 151.489)
1254: (x,y) = (107.541, 146.042)
1255: (x,y) = (95.6068, 147.296)
1256: (x,y) = (107.082, 143.787)
1257: (x,y) = (113.441, 133.611)
1258: (x,y) = (124.227, 138.871)
1259: (x,y) = (115.742, 130.386)
1260: (x,y) = (122.101, 140.563)
1261: (x,y) = (112.908, 148.276)
1262: (x,y) = (101.433, 151.784)
1263: (x,y) = (113.17, 154.279)
1264: (x,y) = (107.353, 143.784)
1265: (x,y) = (109.23, 155.636)
1266: (x,y) = (104.349, 144.674)
1267: (x,y) = (101.65, 132.981)
1268: (x,y) = (96.5782, 122.106)
1269: (x,y) = (108.549, 121.269)
1270: (x,y) = (101.161, 111.812)
1271: (x,y) = (113.095, 110.558)
1272: (x,y) = (106.385, 120.506)
1273: (x,y) = (116.777, 114.506)
1274: (x,y) = (128.19, 118.215)
1275: (x,y) = (131.296, 129.806)
1276: (x,y) = (126.8, 140.932)
1277: (x,y) = (125.546, 152.866)
1278: (x,y) = (128.041, 164.604)
1279: (x,y) = (119.409, 156.268)
1280: (x,y) = (127.282, 147.212)
1281: (x,y) = (115.311, 148.049)
1282: (x,y) = (127.245, 146.794)
1283: (x,y) = (120.023, 156.378)
1284: (x,y) = (118.146, 168.23)
1285: (x,y) = (107.454, 173.678)
1286: (x,y) = (113.272, 163.183)
1287: (x,y) = (123.22, 156.472)
1288: (x,y) = (122.383, 144.502)
1289: (x,y) = (134.266, 142.832)
1290: (x,y) = (130.558, 131.419)
1291: (x,y) = (118.82, 128.924)
1292: (x,y) = (110.044, 137.108)
1293: (x,y) = (111.507, 149.018)
1294: (x,y) = (99.8142, 151.718)
1295: (x,y) = (111.091, 147.614)
1296: (x,y) = (121.783, 142.166)
1297: (x,y) = (114.561, 151.749)
1298: (x,y) = (104.497, 158.285)
1299: (x,y) = (92.5132, 157.657)
1300: (x,y) = (98.8722, 167.834)
1301: (x,y) = (105.408, 157.77)
1302: (x,y) = (111.944, 147.705)
1303: (x,y) = (106.872, 158.581)
1304: (x,y) = (116.065, 166.295)
1305: (x,y) = (127.656, 163.189)
1306: (x,y) = (128.493, 175.16)
1307: (x,y) = (122.312, 164.874)
1308: (x,y) = (131.23, 172.903)
1309: (x,y) = (122.038, 165.19)
1310: (x,y) = (132.533, 159.372)
1311: (x,y) = (144.385, 161.249)
1312: (x,y) = (144.595, 173.247)
1313: (x,y) = (136.722, 164.191)
1314: (x,y) = (125.937, 158.93)
1315: (x,y) = (137.789, 160.808)
1316: (x,y) = (131.789, 150.415)
1317: (x,y) = (129.294, 138.678)
1318: (x,y) = (140.256, 133.797)
1319: (x,y) = (135.761, 122.67)
1320: (x,y) = (123.778, 123.298)
1321: (x,y) = (133.726, 116.588)
1322: (x,y) = (128.278, 105.896)
1323: (x,y) = (125.172, 117.487)
1324: (x,y) = (128.681, 128.963)
1325: (x,y) = (133.562, 118)
1326: (x,y) = (136.869, 106.465)
1327: (x,y) = (131.052, 116.961)
1328: (x,y) = (122.275, 108.777)
1329: (x,y) = (131.859, 101.555)
1330: (x,y) = (137.119, 90.7693)
1331: (x,y) = (127.411, 83.7159)
1332: (x,y) = (116.285, 79.2206)
1333: (x,y) = (108.733, 88.5464)
1334: (x,y) = (112.837, 77.2701)
1335: (x,y) = (118.098, 88.0556)
1336: (x,y) = (112.837, 77.2701)
1337: (x,y) = (111.791, 89.2244)
1338: (x,y) = (104.738, 79.5162)
1339: (x,y) = (104.947, 91.5144)
1340: (x,y) = (115.012, 98.05)
1341: (x,y) = (124.337, 90.4982)
1342: (x,y) = (122.46, 78.6459)
1343: (x,y) = (119.354, 90.2371)
1344: (x,y) = (127.84, 98.7223)
1345: (x,y) = (136.325, 90.2371)
1346: (x,y) = (146.82, 96.0548)
1347: (x,y) = (149.723, 107.698)
1348: (x,y) = (151.186, 95.7878)
1349: (x,y) = (150.349, 107.759)
1350: (x,y) = (140.285, 114.294)
1351: (x,y) = (150.977, 119.742)
1352: (x,y) = (152.231, 131.676)
1353: (x,y) = (142.647, 138.898)
1354: (x,y) = (135.426, 148.482)
1355: (x,y) = (131.917, 137.006)
1356: (x,y) = (143.828, 135.544)
1357: (x,y) = (140.52, 124.009)
1358: (x,y) = (129.107, 120.3)
1359: (x,y) = (121.394, 111.108)
1360: (x,y) = (133.392, 110.898)
1361: (x,y) = (138.081, 99.8523)
1362: (x,y) = (135.791, 88.0728)
1363: (x,y) = (125.399, 94.0728)
1364: (x,y) = (114.273, 98.5681)
1365: (x,y) = (104.817, 91.1801)
1366: (x,y) = (116.408, 88.0743)
1367: (x,y) = (126.237, 94.9572)
1368: (x,y) = (121.742, 106.083)
1369: (x,y) = (125.05, 94.5483)
1370: (x,y) = (120.749, 105.751)
1371: (x,y) = (119.704, 93.7969)
1372: (x,y) = (111.99, 84.6044)
1373: (x,y) = (100.036, 85.6502)
