Target Distance: 123, Step Size: 21
2537: (x,y) = (2336.14, 8258.7)
2538: (x,y) = (2378.21, 8143.12)
2539: (x,y) = (2264.99, 8095.06)
2540: (x,y) = (2300.95, 7977.44)
2541: (x,y) = (2397.87, 7901.71)
2542: (x,y) = (2366.04, 7782.9)
2543: (x,y) = (2353.18, 7905.23)
2544: (x,y) = (2405.16, 7793.75)
2545: (x,y) = (2455.19, 7906.12)
2546: (x,y) = (2459.49, 7783.19)
2547: (x,y) = (2472.34, 7905.52)
2548: (x,y) = (2472.34, 8028.52)
2549: (x,y) = (2502.1, 8147.87)
2550: (x,y) = (2438.75, 8042.43)
2551: (x,y) = (2502.1, 7937)
2552: (x,y) = (2382.25, 7909.33)
2553: (x,y) = (2284.02, 7835.31)
2554: (x,y) = (2384.78, 7764.76)
2555: (x,y) = (2483.01, 7838.78)
2556: (x,y) = (2593.56, 7784.86)
2557: (x,y) = (2691.79, 7858.89)
2558: (x,y) = (2593.56, 7932.91)
2559: (x,y) = (2580.7, 8055.24)
2560: (x,y) = (2500.01, 8148.07)
2561: (x,y) = (2424.28, 8051.14)
2562: (x,y) = (2466.35, 7935.56)
2563: (x,y) = (2470.64, 7812.63)
2564: (x,y) = (2430.6, 7696.33)
2565: (x,y) = (2311.25, 7726.09)
2566: (x,y) = (2328.37, 7847.89)
2567: (x,y) = (2450.9, 7837.17)
2568: (x,y) = (2563.27, 7787.15)
2569: (x,y) = (2450.9, 7837.17)
2570: (x,y) = (2555.21, 7771.99)
2571: (x,y) = (2525.45, 7891.34)
2572: (x,y) = (2432.63, 7810.65)
2573: (x,y) = (2378.71, 7700.09)
2574: (x,y) = (2306.41, 7600.58)
2575: (x,y) = (2266.36, 7716.88)
2576: (x,y) = (2277.08, 7839.42)
2577: (x,y) = (2196.39, 7932.24)
2578: (x,y) = (2164.55, 7813.44)
2579: (x,y) = (2208.63, 7928.27)
2580: (x,y) = (2126.33, 7836.86)
2581: (x,y) = (2180.25, 7947.41)
2582: (x,y) = (2300.99, 7970.88)
2583: (x,y) = (2413.36, 8020.91)
2584: (x,y) = (2317.77, 8098.32)
2585: (x,y) = (2439.57, 8115.43)
2586: (x,y) = (2533.79, 8194.5)
2587: (x,y) = (2648.62, 8150.42)
2588: (x,y) = (2596.64, 8261.89)
2589: (x,y) = (2520.91, 8164.97)
2590: (x,y) = (2586.09, 8060.66)
2591: (x,y) = (2485.34, 8131.21)
2592: (x,y) = (2401.45, 8041.25)
2593: (x,y) = (2445.53, 7926.42)
2594: (x,y) = (2407.52, 8043.4)
2595: (x,y) = (2381.95, 7923.09)
2596: (x,y) = (2384.1, 8046.07)
2597: (x,y) = (2394.82, 8168.6)
2598: (x,y) = (2513.63, 8200.44)
2599: (x,y) = (2543.38, 8319.78)
2600: (x,y) = (2603.01, 8212.2)
2601: (x,y) = (2523.95, 8117.98)
2602: (x,y) = (2596.25, 8018.47)
2603: (x,y) = (2598.4, 7895.49)
2604: (x,y) = (2544.48, 7784.94)
2605: (x,y) = (2425.67, 7753.1)
2606: (x,y) = (2531.1, 7816.45)
2607: (x,y) = (2417.88, 7864.51)
2608: (x,y) = (2340.47, 7960.1)
2609: (x,y) = (2250.51, 8043.99)
2610: (x,y) = (2166.63, 8133.95)
2611: (x,y) = (2124.56, 8018.36)
2612: (x,y) = (2014.97, 8074.2)
2613: (x,y) = (1909.53, 8010.85)
2614: (x,y) = (2032.37, 8017.29)
2615: (x,y) = (1909.66, 8008.71)
2616: (x,y) = (1896.81, 8131.04)
2617: (x,y) = (1920.28, 8251.78)
2618: (x,y) = (1853.29, 8354.93)
2619: (x,y) = (1887.19, 8236.7)
2620: (x,y) = (1781.76, 8300.05)
2621: (x,y) = (1687.53, 8220.99)
2622: (x,y) = (1750.88, 8326.42)
2623: (x,y) = (1671.82, 8420.64)
2624: (x,y) = (1749.23, 8325.05)
2625: (x,y) = (1842.06, 8244.36)
2626: (x,y) = (1721.75, 8218.78)
2627: (x,y) = (1842.06, 8193.21)
2628: (x,y) = (1727.23, 8237.29)
2629: (x,y) = (1693.32, 8119.05)
2630: (x,y) = (1756.67, 8224.49)
2631: (x,y) = (1637.86, 8256.32)
2632: (x,y) = (1580.12, 8147.72)
2633: (x,y) = (1609.88, 8028.37)
2634: (x,y) = (1502.3, 7968.74)
2635: (x,y) = (1508.73, 7845.91)
2636: (x,y) = (1523.72, 7967.99)
2637: (x,y) = (1465.98, 8076.59)
2638: (x,y) = (1425.93, 8192.89)
2639: (x,y) = (1398.27, 8073.05)
2640: (x,y) = (1486.74, 7987.6)
2641: (x,y) = (1603.04, 7947.56)
2642: (x,y) = (1683.74, 8040.39)
2643: (x,y) = (1715.57, 8159.2)
2644: (x,y) = (1827.05, 8211.18)
2645: (x,y) = (1904.46, 8115.59)
2646: (x,y) = (1930.03, 8235.9)
2647: (x,y) = (1974.11, 8350.73)
2648: (x,y) = (2062.59, 8265.29)
2649: (x,y) = (2141.65, 8171.07)
2650: (x,y) = (2163.01, 8292.2)
2651: (x,y) = (2042.7, 8317.77)
2652: (x,y) = (1948.47, 8238.71)
2653: (x,y) = (1904.39, 8123.88)
2654: (x,y) = (2011.97, 8183.51)
2655: (x,y) = (2097.41, 8095.03)
2656: (x,y) = (1974.88, 8084.31)
2657: (x,y) = (1951.41, 8205.05)
2658: (x,y) = (2048.34, 8280.78)
2659: (x,y) = (1940.76, 8340.41)
2660: (x,y) = (1936.47, 8463.33)
2661: (x,y) = (1829.95, 8401.83)
2662: (x,y) = (1925.54, 8479.24)
2663: (x,y) = (2047.02, 8498.48)
2664: (x,y) = (1933.8, 8546.54)
2665: (x,y) = (1914.56, 8425.05)
2666: (x,y) = (1802.19, 8475.08)
2667: (x,y) = (1900.42, 8549.11)
2668: (x,y) = (1879.07, 8427.98)
2669: (x,y) = (1787.66, 8345.67)
2670: (x,y) = (1717.11, 8446.43)
2671: (x,y) = (1616.35, 8375.88)
2672: (x,y) = (1739.05, 8384.46)
2673: (x,y) = (1834.64, 8461.86)
2674: (x,y) = (1896.14, 8355.34)
2675: (x,y) = (1976.84, 8448.17)
2676: (x,y) = (2065.32, 8533.62)
2677: (x,y) = (2179.36, 8579.69)
2678: (x,y) = (2299.67, 8605.27)
2679: (x,y) = (2211.19, 8519.82)
2680: (x,y) = (2088.49, 8511.24)
2681: (x,y) = (2188, 8438.94)
2682: (x,y) = (2200.86, 8316.62)
2683: (x,y) = (2188, 8194.29)
2684: (x,y) = (2126.5, 8300.81)
2685: (x,y) = (2082.42, 8415.64)
2686: (x,y) = (2191.03, 8473.39)
2687: (x,y) = (2226.99, 8591.01)
2688: (x,y) = (2165.49, 8484.49)
2689: (x,y) = (2053.12, 8434.46)
2690: (x,y) = (2176.12, 8434.46)
2691: (x,y) = (2290.16, 8388.39)
2692: (x,y) = (2328.17, 8271.41)
2693: (x,y) = (2238.22, 8355.29)
2694: (x,y) = (2288.25, 8467.66)
2695: (x,y) = (2185.09, 8400.67)
2696: (x,y) = (2147.08, 8283.69)
2697: (x,y) = (2025.59, 8302.93)
2698: (x,y) = (2133.17, 8362.56)
2699: (x,y) = (2014.36, 8330.73)
2700: (x,y) = (1935.3, 8236.5)
2701: (x,y) = (1851.42, 8146.55)
2702: (x,y) = (1907.26, 8256.14)
2703: (x,y) = (2010.41, 8323.13)
2704: (x,y) = (1924.97, 8234.65)
2705: (x,y) = (2044.32, 8264.41)
2706: (x,y) = (1927.34, 8226.4)
2707: (x,y) = (1971.42, 8111.57)
2708: (x,y) = (1986.41, 8233.65)
2709: (x,y) = (2106.25, 8261.32)
2710: (x,y) = (2089.13, 8139.52)
2711: (x,y) = (2076.28, 8017.19)
2712: (x,y) = (2198.98, 8008.61)
2713: (x,y) = (2077.85, 8029.97)
2714: (x,y) = (2027.82, 8142.34)
2715: (x,y) = (1985.75, 8257.92)
2716: (x,y) = (2064.81, 8352.14)
2717: (x,y) = (1953.34, 8300.16)
2718: (x,y) = (1830.41, 8304.45)
2719: (x,y) = (1948.65, 8338.36)
2720: (x,y) = (2061.01, 8288.33)
2721: (x,y) = (1950.46, 8234.41)
2722: (x,y) = (1827.48, 8236.56)
2723: (x,y) = (1722.05, 8299.91)
2724: (x,y) = (1737.04, 8421.99)
2725: (x,y) = (1734.89, 8544.97)
2726: (x,y) = (1631.73, 8477.98)
2727: (x,y) = (1528.58, 8544.97)
2728: (x,y) = (1438.62, 8461.08)
2729: (x,y) = (1434.33, 8584.01)
2730: (x,y) = (1311.8, 8573.29)
2731: (x,y) = (1322.52, 8450.76)
2732: (x,y) = (1202.67, 8423.09)
2733: (x,y) = (1097.24, 8486.44)
2734: (x,y) = (977.892, 8456.68)
2735: (x,y) = (887.935, 8372.8)
2736: (x,y) = (945.68, 8481.4)
2737: (x,y) = (1007.18, 8587.92)
2738: (x,y) = (1041.08, 8469.68)
2739: (x,y) = (942.852, 8395.66)
2740: (x,y) = (1018.58, 8492.59)
2741: (x,y) = (949.797, 8594.56)
2742: (x,y) = (845.487, 8659.74)
2743: (x,y) = (966.619, 8638.38)
2744: (x,y) = (1020.54, 8527.83)
2745: (x,y) = (1125.97, 8464.48)
2746: (x,y) = (1010.39, 8422.41)
2747: (x,y) = (1125.22, 8378.33)
2748: (x,y) = (1036.74, 8292.89)
2749: (x,y) = (982.82, 8403.44)
2750: (x,y) = (861.017, 8386.32)
2751: (x,y) = (744.037, 8348.31)
2752: (x,y) = (624.69, 8318.56)
2753: (x,y) = (576.63, 8431.78)
2754: (x,y) = (593.749, 8553.58)
2755: (x,y) = (534.117, 8446)
2756: (x,y) = (609.843, 8349.08)
2757: (x,y) = (692.147, 8440.48)
2758: (x,y) = (603.668, 8525.93)
2759: (x,y) = (695.075, 8608.23)
2760: (x,y) = (812.054, 8570.22)
2761: (x,y) = (697.224, 8526.14)
2762: (x,y) = (799.196, 8594.92)
2763: (x,y) = (676.271, 8590.63)
2764: (x,y) = (774.503, 8664.65)
2765: (x,y) = (692.2, 8573.25)
2766: (x,y) = (806.243, 8619.32)
2767: (x,y) = (919.465, 8667.38)
2768: (x,y) = (845.442, 8569.15)
2769: (x,y) = (915.992, 8669.91)
2770: (x,y) = (847.211, 8771.88)
2771: (x,y) = (893.288, 8657.83)
2772: (x,y) = (819.265, 8559.6)
2773: (x,y) = (821.411, 8682.58)
2774: (x,y) = (936.242, 8726.66)
2775: (x,y) = (955.483, 8848.15)
2776: (x,y) = (1070.31, 8892.23)
2777: (x,y) = (1106.28, 8774.6)
2778: (x,y) = (983.949, 8787.46)
2779: (x,y) = (975.369, 8910.16)
2780: (x,y) = (857.134, 8876.26)
2781: (x,y) = (903.211, 8990.3)
2782: (x,y) = (930.88, 9110.15)
2783: (x,y) = (848.576, 9201.55)
2784: (x,y) = (761.602, 9288.53)
2785: (x,y) = (874.824, 9336.59)
2786: (x,y) = (906.659, 9455.4)
2787: (x,y) = (788.424, 9489.3)
2788: (x,y) = (908.271, 9516.97)
2789: (x,y) = (818.315, 9433.08)
2790: (x,y) = (726.908, 9515.39)
2791: (x,y) = (784.653, 9406.78)
2792: (x,y) = (902.279, 9442.75)
2793: (x,y) = (1019.26, 9480.75)
2794: (x,y) = (898.946, 9455.18)
2795: (x,y) = (806.117, 9535.88)
2796: (x,y) = (885.18, 9630.1)
2797: (x,y) = (887.327, 9507.12)
2798: (x,y) = (914.996, 9626.97)
2799: (x,y) = (974.627, 9519.39)
2800: (x,y) = (946.958, 9399.54)
2801: (x,y) = (1029.26, 9308.13)
2802: (x,y) = (937.855, 9390.44)
2803: (x,y) = (897.81, 9274.14)
2804: (x,y) = (851.733, 9160.09)
2805: (x,y) = (832.492, 9038.61)
2806: (x,y) = (721.94, 9092.53)
2807: (x,y) = (805.826, 9002.57)
2808: (x,y) = (742.476, 9108)
2809: (x,y) = (858.058, 9065.93)
2810: (x,y) = (735.975, 9080.92)
2811: (x,y) = (847.451, 9028.94)
2812: (x,y) = (809.442, 8911.96)
2813: (x,y) = (704.01, 8975.31)
2814: (x,y) = (586.385, 9011.27)
2815: (x,y) = (486.876, 8938.98)
2816: (x,y) = (518.71, 8820.17)
2817: (x,y) = (476.642, 8935.75)
2818: (x,y) = (459.524, 8813.95)
2819: (x,y) = (350.921, 8756.2)
2820: (x,y) = (342.341, 8878.9)
2821: (x,y) = (452.893, 8932.82)
2822: (x,y) = (385.902, 9035.98)
2823: (x,y) = (461.628, 9132.9)
2824: (x,y) = (555.852, 9053.84)
2825: (x,y) = (478.446, 8958.25)
2826: (x,y) = (552.469, 8860.02)
2827: (x,y) = (662.063, 8915.86)
2828: (x,y) = (539.362, 8924.44)
2829: (x,y) = (642.519, 8857.45)
2830: (x,y) = (621.16, 8978.58)
2831: (x,y) = (631.88, 8856.05)
2832: (x,y) = (532.371, 8783.75)
2833: (x,y) = (458.348, 8881.98)
2834: (x,y) = (362.759, 8959.39)
2835: (x,y) = (241.627, 8938.03)
2836: (x,y) = (222.386, 9059.52)
2837: (x,y) = (99.8541, 9070.24)
2838: (x,y) = (149.883, 9182.6)
2839: (x,y) = (115.979, 9064.37)
2840: (x,y) = (225.573, 9008.53)
2841: (x,y) = (160.393, 9112.84)
2842: (x,y) = (136.924, 9233.58)
2843: (x,y) = (27.3297, 9177.74)
2844: (x,y) = (144.31, 9215.75)
2845: (x,y) = (266.393, 9230.74)
2846: (x,y) = (383.373, 9192.73)
2847: (x,y) = (459.099, 9095.8)
2848: (x,y) = (550.506, 9013.5)
2849: (x,y) = (516.603, 8895.26)
2850: (x,y) = (393.603, 8895.26)
2851: (x,y) = (391.456, 8772.28)
2852: (x,y) = (506.286, 8816.36)
2853: (x,y) = (389.988, 8776.32)
2854: (x,y) = (451.488, 8669.8)
2855: (x,y) = (507.328, 8779.39)
2856: (x,y) = (627.641, 8753.82)
2857: (x,y) = (507.793, 8781.48)
2858: (x,y) = (398.199, 8837.33)
2859: (x,y) = (485.173, 8924.3)
2860: (x,y) = (580.762, 9001.71)
2861: (x,y) = (701.074, 8976.13)
2862: (x,y) = (594.553, 9037.63)
2863: (x,y) = (668.577, 9135.87)
2864: (x,y) = (777.179, 9193.61)
2865: (x,y) = (897.491, 9168.04)
2866: (x,y) = (901.784, 9290.96)
2867: (x,y) = (778.859, 9286.67)
2868: (x,y) = (658.547, 9261.1)
2869: (x,y) = (771.769, 9213.04)
2870: (x,y) = (805.672, 9094.8)
2871: (x,y) = (908.829, 9161.79)
2872: (x,y) = (821.855, 9074.82)
2873: (x,y) = (843.213, 9195.95)
2874: (x,y) = (943.969, 9125.4)
2875: (x,y) = (941.822, 9002.42)
2876: (x,y) = (823.587, 8968.51)
2877: (x,y) = (812.867, 8845.98)
2878: (x,y) = (802.147, 8968.51)
2879: (x,y) = (886.033, 9058.47)
2880: (x,y) = (924.042, 9175.45)
2881: (x,y) = (976.024, 9286.93)
2882: (x,y) = (858.398, 9250.97)
2883: (x,y) = (786.101, 9151.46)
2884: (x,y) = (876.057, 9235.34)
2885: (x,y) = (943.048, 9132.19)
2886: (x,y) = (970.717, 9252.03)
2887: (x,y) = (866.407, 9317.21)
2888: (x,y) = (744.921, 9336.45)
2889: (x,y) = (806.421, 9229.93)
2890: (x,y) = (928.953, 9240.65)
2891: (x,y) = (1021.78, 9321.35)
2892: (x,y) = (1127.21, 9384.7)
2893: (x,y) = (1004.29, 9380.41)
2894: (x,y) = (904.78, 9308.11)
2895: (x,y) = (932.449, 9188.26)
2896: (x,y) = (842.492, 9104.37)
2897: (x,y) = (898.333, 9213.97)
2898: (x,y) = (1002.64, 9279.15)
2899: (x,y) = (1060.39, 9170.55)
2900: (x,y) = (986.365, 9072.31)
2901: (x,y) = (988.511, 9195.3)
2902: (x,y) = (886.54, 9126.51)
2903: (x,y) = (892.977, 9003.68)
2904: (x,y) = (1003.53, 8949.76)
2905: (x,y) = (1123.38, 8977.43)
2906: (x,y) = (1140.49, 8855.63)
2907: (x,y) = (1263.48, 8857.78)
2908: (x,y) = (1225.47, 8974.76)
2909: (x,y) = (1348, 8985.48)
2910: (x,y) = (1413.18, 8881.17)
2911: (x,y) = (1535.5, 8868.31)
2912: (x,y) = (1658.34, 8861.87)
2913: (x,y) = (1749.74, 8779.57)
2914: (x,y) = (1803.66, 8890.12)
2915: (x,y) = (1925.15, 8870.88)
2916: (x,y) = (1979.07, 8981.43)
2917: (x,y) = (1869.47, 9037.27)
2918: (x,y) = (1884.46, 8915.19)
2919: (x,y) = (1968.35, 8825.23)
2920: (x,y) = (2063.94, 8902.64)
2921: (x,y) = (1995.16, 9004.61)
2922: (x,y) = (1943.18, 8893.13)
2923: (x,y) = (1842.42, 8822.58)
2924: (x,y) = (1719.72, 8814)
2925: (x,y) = (1797.13, 8718.42)
2926: (x,y) = (1730.14, 8615.26)
2927: (x,y) = (1839.73, 8559.42)
2928: (x,y) = (1908.51, 8661.39)
2929: (x,y) = (1910.66, 8538.41)
2930: (x,y) = (1787.96, 8529.83)
2931: (x,y) = (1702.51, 8441.35)
2932: (x,y) = (1803.27, 8370.8)
2933: (x,y) = (1807.56, 8493.72)
2934: (x,y) = (1814, 8370.89)
2935: (x,y) = (1935.13, 8349.53)
2936: (x,y) = (1977.2, 8233.95)
2937: (x,y) = (1856.07, 8255.31)
2938: (x,y) = (1778.66, 8159.72)
2939: (x,y) = (1867.14, 8074.28)
2940: (x,y) = (1747.29, 8046.61)
2941: (x,y) = (1870.27, 8048.76)
2942: (x,y) = (1967.2, 7973.03)
2943: (x,y) = (1872.98, 8052.09)
2944: (x,y) = (1993.29, 8077.67)
2945: (x,y) = (2069.01, 8174.59)
2946: (x,y) = (2154.46, 8263.07)
2947: (x,y) = (2085.68, 8365.04)
2948: (x,y) = (2201.26, 8407.11)
2949: (x,y) = (2084.96, 8367.07)
2950: (x,y) = (1981.8, 8300.07)
2951: (x,y) = (2100.04, 8333.98)
2952: (x,y) = (2142.11, 8449.56)
2953: (x,y) = (2129.25, 8327.23)
2954: (x,y) = (2187, 8218.63)
2955: (x,y) = (2299.36, 8268.66)
2956: (x,y) = (2243.52, 8159.07)
2957: (x,y) = (2365.01, 8178.31)
2958: (x,y) = (2313.02, 8289.78)
2959: (x,y) = (2315.17, 8412.77)
2960: (x,y) = (2241.15, 8511)
2961: (x,y) = (2160.45, 8418.17)
2962: (x,y) = (2102.71, 8526.77)
2963: (x,y) = (2224.79, 8541.76)
2964: (x,y) = (2203.43, 8420.63)
2965: (x,y) = (2082.3, 8399.27)
2966: (x,y) = (2069.44, 8521.6)
2967: (x,y) = (1968.69, 8592.15)
2968: (x,y) = (2061.52, 8511.45)
2969: (x,y) = (1963.28, 8585.47)
2970: (x,y) = (1848.45, 8541.4)
2971: (x,y) = (1925.86, 8445.81)
2972: (x,y) = (1807.05, 8413.97)
2973: (x,y) = (1696.5, 8360.05)
2974: (x,y) = (1584.13, 8310.02)
2975: (x,y) = (1599.12, 8187.94)
2976: (x,y) = (1579.88, 8066.45)
2977: (x,y) = (1458.08, 8049.34)
2978: (x,y) = (1338.73, 8079.09)
2979: (x,y) = (1259.67, 8173.32)
2980: (x,y) = (1246.81, 8050.99)
2981: (x,y) = (1330.7, 8140.95)
2982: (x,y) = (1227.54, 8073.96)
2983: (x,y) = (1323.13, 7996.55)
2984: (x,y) = (1265.39, 7887.95)
2985: (x,y) = (1383.62, 7921.85)
2986: (x,y) = (1415.46, 8040.66)
2987: (x,y) = (1535.3, 8012.99)
2988: (x,y) = (1637.28, 7944.21)
2989: (x,y) = (1643.71, 7821.38)
2990: (x,y) = (1764.84, 7842.74)
2991: (x,y) = (1886.93, 7827.75)
2992: (x,y) = (1806.23, 7920.58)
2993: (x,y) = (1927.72, 7939.82)
2994: (x,y) = (1985.46, 7831.21)
2995: (x,y) = (2081.05, 7908.62)
2996: (x,y) = (1970.5, 7854.7)
2997: (x,y) = (1867.34, 7921.69)
2998: (x,y) = (1988.48, 7943.05)
2999: (x,y) = (1956.64, 8061.86)
3000: (x,y) = (1845.16, 8113.84)
3001: (x,y) = (1952.74, 8054.21)
3002: (x,y) = (2075.57, 8060.65)
3003: (x,y) = (1981.35, 8139.71)
3004: (x,y) = (1923.61, 8031.11)
3005: (x,y) = (1830.78, 8111.8)
3006: (x,y) = (1841.5, 7989.27)
3007: (x,y) = (1948.02, 8050.77)
3008: (x,y) = (2066.25, 8084.67)
3009: (x,y) = (2116.28, 7972.31)
3010: (x,y) = (2001.45, 7928.23)
3011: (x,y) = (1901.94, 7855.93)
3012: (x,y) = (1919.06, 7977.73)
3013: (x,y) = (1993.08, 7879.5)
3014: (x,y) = (1880.72, 7829.47)
3015: (x,y) = (1906.29, 7709.16)
3016: (x,y) = (2027.78, 7728.4)
3017: (x,y) = (1910.15, 7764.36)
3018: (x,y) = (2028.39, 7730.46)
3019: (x,y) = (2049.74, 7609.33)
3020: (x,y) = (1954.16, 7531.92)
3021: (x,y) = (1831.23, 7527.63)
3022: (x,y) = (1846.22, 7649.71)
3023: (x,y) = (1859.08, 7527.39)
3024: (x,y) = (1980.21, 7506.03)
3025: (x,y) = (1944.25, 7623.65)
3026: (x,y) = (1821.27, 7621.51)
3027: (x,y) = (1942.01, 7598.04)
3028: (x,y) = (2062.75, 7621.51)
3029: (x,y) = (2143.44, 7528.68)
3030: (x,y) = (2095.38, 7415.46)
3031: (x,y) = (2120.95, 7535.77)
3032: (x,y) = (2174.87, 7646.32)
3033: (x,y) = (2086.4, 7731.76)
3034: (x,y) = (2069.28, 7609.96)
3035: (x,y) = (2164.87, 7532.55)
3036: (x,y) = (2067.94, 7608.28)
3037: (x,y) = (2025.87, 7492.7)
3038: (x,y) = (1996.12, 7612.04)
3039: (x,y) = (1946.09, 7499.68)
3040: (x,y) = (1853.26, 7418.98)
3041: (x,y) = (1974.74, 7438.22)
3042: (x,y) = (2060.19, 7526.7)
3043: (x,y) = (1968.78, 7444.4)
3044: (x,y) = (1886.48, 7352.99)
3045: (x,y) = (1997.95, 7404.98)
3046: (x,y) = (2077.02, 7499.2)
3047: (x,y) = (1984.19, 7418.5)
3048: (x,y) = (1900.3, 7508.46)
3049: (x,y) = (1797.14, 7575.45)
3050: (x,y) = (1674.16, 7577.6)
3051: (x,y) = (1768.39, 7498.53)
3052: (x,y) = (1706.89, 7605.06)
3053: (x,y) = (1586.57, 7630.63)
3054: (x,y) = (1700.62, 7676.71)
3055: (x,y) = (1694.18, 7553.87)
3056: (x,y) = (1584.59, 7498.03)
3057: (x,y) = (1695.14, 7551.95)
3058: (x,y) = (1635.51, 7659.53)
3059: (x,y) = (1524.96, 7605.61)
3060: (x,y) = (1552.62, 7485.76)
3061: (x,y) = (1492.99, 7378.19)
3062: (x,y) = (1563.54, 7277.43)
3063: (x,y) = (1486.14, 7373.02)
3064: (x,y) = (1382.98, 7306.03)
3065: (x,y) = (1329.06, 7416.58)
3066: (x,y) = (1401.36, 7317.07)
3067: (x,y) = (1416.35, 7194.99)
3068: (x,y) = (1356.72, 7302.57)
3069: (x,y) = (1249.14, 7242.93)
3070: (x,y) = (1276.81, 7123.09)
3071: (x,y) = (1158, 7154.92)
3072: (x,y) = (1045.63, 7104.89)
3073: (x,y) = (958.658, 7191.87)
3074: (x,y) = (916.589, 7307.45)
3075: (x,y) = (1017.34, 7236.9)
3076: (x,y) = (1047.1, 7356.25)
3077: (x,y) = (1130.99, 7266.29)
3078: (x,y) = (1152.35, 7145.16)
3079: (x,y) = (1141.63, 7022.63)
3080: (x,y) = (1046.04, 7100.03)
3081: (x,y) = (929.057, 7062.02)
3082: (x,y) = (843.614, 6973.54)
3083: (x,y) = (801.545, 6857.96)
3084: (x,y) = (753.485, 6744.74)
3085: (x,y) = (632.745, 6721.27)
3086: (x,y) = (547.302, 6632.79)
3087: (x,y) = (428.493, 6664.63)
3088: (x,y) = (500.791, 6764.14)
3089: (x,y) = (554.711, 6874.69)
3090: (x,y) = (431.879, 6868.25)
3091: (x,y) = (552.191, 6842.68)
3092: (x,y) = (441.64, 6788.76)
3093: (x,y) = (441.64, 6911.76)
3094: (x,y) = (506.82, 6807.45)
3095: (x,y) = (491.83, 6929.53)
3096: (x,y) = (419.532, 6830.02)
3097: (x,y) = (299.22, 6855.59)
3098: (x,y) = (349.249, 6743.23)
3099: (x,y) = (262.274, 6830.2)
3100: (x,y) = (360.507, 6904.23)
3101: (x,y) = (400.551, 6787.93)
3102: (x,y) = (360.507, 6671.63)
3103: (x,y) = (337.037, 6550.89)
3104: (x,y) = (285.055, 6439.41)
3105: (x,y) = (242.987, 6554.99)
3106: (x,y) = (122.674, 6580.57)
3107: (x,y) = (238.257, 6538.5)
3108: (x,y) = (233.964, 6661.42)
3109: (x,y) = (341.542, 6721.06)
3110: (x,y) = (358.66, 6599.25)
3111: (x,y) = (481.642, 6597.11)
3112: (x,y) = (372.048, 6652.95)
3113: (x,y) = (387.038, 6530.86)
3114: (x,y) = (268.229, 6562.7)
3115: (x,y) = (145.304, 6558.41)
3116: (x,y) = (59.861, 6646.89)
3117: (x,y) = (9.83235, 6759.25)
3118: (x,y) = (47.8414, 6642.27)
3119: (x,y) = (168.973, 6663.63)
3120: (x,y) = (183.963, 6785.71)
3121: (x,y) = (113.413, 6684.96)
3122: (x,y) = (34.3499, 6590.73)
3123: (x,y) = (140.871, 6652.23)
3124: (x,y) = (136.578, 6775.16)
3125: (x,y) = (162.152, 6654.85)
3126: (x,y) = (272.703, 6600.93)
3127: (x,y) = (395.628, 6596.63)
3128: (x,y) = (507.104, 6544.65)
3129: (x,y) = (582.831, 6447.73)
3130: (x,y) = (461.345, 6466.97)
3131: (x,y) = (579.58, 6500.87)
3132: (x,y) = (459.268, 6526.45)
3133: (x,y) = (501.336, 6410.86)
3134: (x,y) = (425.61, 6507.79)
3135: (x,y) = (410.62, 6629.87)
3136: (x,y) = (349.12, 6736.39)
3137: (x,y) = (226.588, 6747.11)
3138: (x,y) = (129.663, 6822.84)
3139: (x,y) = (177.723, 6936.06)
3140: (x,y) = (241.072, 7041.49)
3141: (x,y) = (238.926, 7164.47)
3142: (x,y) = (202.964, 7282.1)
3143: (x,y) = (123.901, 7187.88)
3144: (x,y) = (77.8246, 7301.92)
3145: (x,y) = (146.605, 7403.89)
3146: (x,y) = (25.1196, 7384.65)
3147: (x,y) = (-41.871, 7281.49)
3148: (x,y) = (-18.4015, 7402.23)
3149: (x,y) = (44.9482, 7507.67)
3150: (x,y) = (0.86896, 7622.5)
3151: (x,y) = (114.913, 7576.42)
3152: (x,y) = (237.894, 7574.27)
3153: (x,y) = (283.97, 7460.23)
3154: (x,y) = (245.961, 7343.25)
3155: (x,y) = (334.44, 7257.81)
3156: (x,y) = (382.5, 7144.58)
3157: (x,y) = (434.482, 7256.06)
3158: (x,y) = (468.386, 7374.29)
3159: (x,y) = (586.621, 7408.2)
3160: (x,y) = (491.032, 7330.79)
3161: (x,y) = (415.305, 7233.87)
3162: (x,y) = (527.671, 7183.84)
3163: (x,y) = (634.193, 7245.34)
3164: (x,y) = (604.436, 7364.68)
3165: (x,y) = (650.513, 7250.64)
3166: (x,y) = (765.343, 7206.56)
3167: (x,y) = (679.9, 7295.04)
3168: (x,y) = (557.817, 7310.03)
3169: (x,y) = (583.39, 7189.72)
3170: (x,y) = (627.469, 7304.55)
3171: (x,y) = (743.768, 7344.59)
3172: (x,y) = (635.166, 7402.34)
3173: (x,y) = (532.009, 7335.35)
3174: (x,y) = (470.509, 7441.87)
3175: (x,y) = (356.466, 7487.95)
3176: (x,y) = (238.23, 7454.04)
3177: (x,y) = (360.557, 7466.9)
3178: (x,y) = (252.978, 7407.27)
3179: (x,y) = (138.935, 7453.34)
3180: (x,y) = (242.091, 7520.33)
3181: (x,y) = (336.315, 7599.4)
3182: (x,y) = (357.673, 7478.27)
3183: (x,y) = (383.247, 7598.58)
